url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-6-retro-electric-green,Jordan 6 Retro Electric Green,442,JB-JO6REGBE,/images/sneakers/retro-jordans/air-jordan-6/JB-JO6REGBE.jpg,06/05/2021,$190,CT8529-003,BLACK/ELECTRIC GREEN,18641,18.4%,$231
https://stockx.com/air-jordan-6-retro-carmine-2020,Jordan 6 Retro Carmine (2021),197,JB-JO6RCWB,/images/sneakers/retro-jordans/air-jordan-6/JB-JO6RCWB.jpg,02/13/2021,$200,CT8529-106,WHITE/BLACK-CARMINE,41723,24.5%,$263
https://stockx.com/air-jordan-6-retro-gold-hoops-w,Jordan 6 Retro Gold Hoops (W),180,JB-JO6RGHWS,/images/sneakers/retro-jordans/air-jordan-6/JB-JO6RGHWS.jpg,07/01/2021,$190,DH9696-100,WHITE/SAIL-METALLIC GOLD-BARELY ROSE,7201,20.0%,$234
https://stockx.com/air-jordan-6-retro-travis-scott-british-khaki,Jordan 6 Retro Travis Scott British Khaki,127,JB-JO6RTSBBS,/images/sneakers/retro-jordans/air-jordan-6/JB-JO6RTSBBS.jpg,04/30/2021,$250,DH0690-200,BRITISH KHAKI/SAIL-BRIGHT CRIMSON,14102,112.0%,$542
https://stockx.com/air-jordan-6-retro-black-infrared-2019,Jordan 6 Retro Black Infrared (2019),51,AJ6-BI19,/images/sneakers/retro-jordans/air-jordan-6/AJ6-BI19.jpg,02/16/2019,$200,384664-060,BLACK/INFRARED,5812,67.5%,$344
https://stockx.com/air-jordan-6-retro-dmp-2020,Jordan 6 Retro DMP (2020),40,AJ6-DMP20,/images/sneakers/retro-jordans/air-jordan-6/AJ6-DMP20.jpg,04/18/2020,$200,CT4954-007,BLACK/METALLIC GOLD,8804,40.0%,$245
https://stockx.com/air-jordan-6-retro-travis-scott,Jordan 6 Retro Travis Scott,22,AJ6R-TS,/images/sneakers/retro-jordans/air-jordan-6/AJ6R-TS.jpg,10/11/2019,$250,CN1084-200,MEDIUM OLIVE/BLACK-SAIL-UNIVERSITY RED,4092,134.0%,$647
https://stockx.com/air-jordan-6-retro-hare,Jordan 6 Retro Hare,18,AJ6-HRE,/images/sneakers/retro-jordans/air-jordan-6/AJ6-HRE.jpg,06/17/2020,$190,CT9529-062/CT8529-062,NEUTRAL GREY/WHITE-TRUE RED-BLACK,5755,33.7%,$218
https://stockx.com/air-jordan-6-retro-washed-denim,Jordan 6 Retro Washed Denim,16,AJ6-WD,/images/sneakers/retro-jordans/air-jordan-6/AJ6-WD.jpg,12/28/2019,$200,CT5350-401,WASHED DENIM/SAIL-VARSITY RED-BLACK,2647,-5.5%,$164
https://stockx.com/air-jordan-6-retro-psg-paris-saint-germain,Jordan 6 Retro PSG Paris Saint-Germain,11,AJ6-PSG,/images/sneakers/retro-jordans/air-jordan-6/AJ6-PSG.jpg,08/10/2019,$225,CK1229-001,IRON GREY/INFRARED 23-BLACK,1589,29.8%,$286
