url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-11-retro-low-legend-blue,Jordan 11 Retro Low Legend Blue,372,JB-JO1RLLBWW,/images/sneakers/retro-jordans/air-jordan-11/JB-JO1RLLBWW.jpg,05/07/2021,$185,AV2187-117,WHITE/WHITE-BLACK-LEGEND BLUE,35809,48.1%,$240
https://stockx.com/air-jordan-11-retro-black-clear,Jordan 11 Retro Jubilee 25th Anniversary,281,AJ11-BKCLR,/images/sneakers/retro-jordans/air-jordan-11/AJ11-BKCLR.jpg,12/12/2020,$220,CT8012-011,BLACK/MULTI-COLOR-WHITE-MULTI-COLOR,70097,50.9%,$289
https://stockx.com/air-jordan-11-retro-low-bright-citrus-w,Jordan 11 Retro Low Citrus (W),148,JB-JO1RLBCWB,/images/sneakers/retro-jordans/air-jordan-11/JB-JO1RLBCWB.jpg,05/06/2021,$185,AH7860-139,WHITE/BRIGHT CITRUS,12339,18.4%,$233
