url,name,ticker,image_path,release_date,retail_price,style_code,colorway
https://stockx.com/adidas-yeezy-boost-350-v2-static,adidas Yeezy Boost 350 V2 Static (Non-Reflective),YZY350V2-STATIC,a/images/sneakers/adidas/yeezy/YZY350V2-STATIC.jpg,12/27/2018,$220,EF2905,STATIC/STATIC/STATIC
https://stockx.com/adidas-yeezy-boost-350-v2-static-reflective,adidas Yeezy Boost 350 V2 Static Reflective,Y350BV2-STRF,a/images/sneakers/adidas/yeezy/Y350BV2-STRF.jpg,12/26/2018,$220,EF2367,STATIC/STATIC/STATIC
https://stockx.com/adidas-yeezy-500-salt,adidas Yeezy 500 Salt,YZY500-SALT,a/images/sneakers/adidas/yeezy/YZY500-SALT.jpg,11/30/2018,$200,EE7287,SALT/SALT/SALT
https://stockx.com/adidas-yeezy-boost-350-v2-sesame,adidas Yeezy Boost 350 V2 Sesame,YZY350V2-SESAME,a/images/sneakers/adidas/yeezy/YZY350V2-SESAME.jpg,11/23/2018,$220,F99710,SESAME/SESAME/SESAME
https://stockx.com/adidas-yeezy-boost-700-mauve,adidas Yeezy Boost 700 Mauve,YZY700-MVE,a/images/sneakers/adidas/yeezy/YZY700-MVE.jpg,10/27/2018,$300,EE9614,MAUVE/MAUVE/MAUVE
https://stockx.com/adidas-yeezy-500-utility-black,adidas Yeezy 500 Utility Black,YZY500-UTLTYBLK,a/images/sneakers/adidas/yeezy/YZY500-UTLTYBLK.jpg,07/07/2018,$200,F36640,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK
https://stockx.com/adidas-yeezy-500-shadow-black-ff,adidas Yeezy 500 Shadow Black (Friends & Family),AD-Y500SBKFF,a/images/sneakers/adidas/yeezy/AD-Y500SBKFF.jpg,07/07/2018,$200,N/A,SHADOW BLACK/SHADOW BLACK/SHADOW BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-butter,adidas Yeezy Boost 350 V2 Butter,YZY350BV2-BTTR,a/images/sneakers/adidas/yeezy/YZY350BV2-BTTR.jpg,06/30/2018,$220,F36980,BUTTER/BUTTER/BUTTER
https://stockx.com/adidas-yeezy-500-desert-rat-moon-yellow,adidas Yeezy 500 Super Moon Yellow,YZY500-YLLW,a/images/sneakers/adidas/yeezy/YZY500-YLLW.jpg,06/09/2018,$200,DB2966,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW
https://stockx.com/adidas-yeezy-powerphase-calabasas-core-black,adidas Yeezy Powerphase Calabasas Core Black,YZYPWRPH-CBLK,a/images/sneakers/adidas/yeezy/YZYPWRPH-CBLK.jpg,03/17/2018,$120,CG6420,CORE BLACK/CORE BLACK/CORE BLACK
https://stockx.com/adidas-yeezy-500-blush,adidas Yeezy 500 Blush,YZY500-BLSH,a/images/sneakers/adidas/yeezy/YZY500-BLSH.jpg,02/16/2018,$200,DB2908,BLUSH/BLUSH/BLUSH
https://stockx.com/adidas-yeezy-boost-350-v2-blue-tint,adidas Yeezy Boost 350 V2 Blue Tint,YZY350V2-BLUTNT,a/images/sneakers/adidas/yeezy/YZY350V2-BLUTNT.jpg,12/16/2017,$220,B37571,BLUE TINT/GREY THREE/HIGH RISK RED
https://stockx.com/adidas-yeezy-powerphase-calabasas-grey,adidas Yeezy Powerphase Calabasas Grey,YZYPWRPH-GRY,a/images/sneakers/adidas/yeezy/YZYPWRPH-GRY.jpg,12/09/2017,$120,CG6422,GREY/GREY/GREY
https://stockx.com/adidas-yeezy-boost-350-v2-beluga-2-0,adidas Yeezy Boost 350 V2 Beluga 2.0,YZY350V2-BLGA2,a/images/sneakers/adidas/yeezy/YZY350V2-BLGA2.jpg,11/25/2017,$220,AH2203,N/A
https://stockx.com/adidas-yeezy-boost-350-v2-semi-frozen-yellow,adidas Yeezy Boost 350 V2 Semi Frozen Yellow,AD-YB350VSFY,a/images/sneakers/adidas/yeezy/AD-YB350VSFY.jpg,11/18/2017,$220,B37572,SEMI FROZEN YELLOW/RAW STEEL/RED
https://stockx.com/adidas-yeezy-wave-runner-700-solid-grey,adidas Yeezy Boost 700 Wave Runner Solid Grey,YZY700-SLDGRY,a/images/sneakers/adidas/yeezy/YZY700-SLDGRY.jpg,11/01/2017,$300,B75571,SOLID GREY/CHALK WHITE/CORE BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-cream-white,adidas Yeezy Boost 350 V2 Cream/Triple White,YZY350V2-CRMWHT,a/images/sneakers/adidas/yeezy/YZY350V2-CRMWHT.jpg,04/29/2017,$220,CP9366,CREAM / WHITE
https://stockx.com/adidas-yeezy-powerphase-calabasas-core-white,adidas Yeezy Powerphase Calabasas Core White,YZYPWRPH-CWHT,a/images/sneakers/adidas/yeezy/YZYPWRPH-CWHT.jpg,03/28/2017,$120,CQ1693,N/A
https://stockx.com/adidas-yeezy-boost-350-v2-white-core-black-red,adidas Yeezy Boost 350 V2 Zebra,YZY350V2-ZEBRA,a/images/sneakers/adidas/yeezy/YZY350V2-ZEBRA.jpg,02/25/2017,$220,CP9654,WHITE/CORE BLACK/RED
https://stockx.com/adidas-yeezy-boost-350-v2-core-black-red-2017,adidas Yeezy Boost 350 V2 Black Red (2017/2020),AD-YB350V2CBR,a/images/sneakers/adidas/yeezy/AD-YB350V2CBR.jpg,02/11/2017,$220,CP9652,CORE BLACK/CORE BLACK/RED
https://stockx.com/adidas-yeezy-boost-350-v2-core-black-white,adidas Yeezy Boost 350 V2 Core Black White,AD-YB350V2CBKWT,a/images/sneakers/adidas/yeezy/AD-YB350V2CBKWT.jpg,12/17/2016,$220,BY1604,CORE BLACK/CORE WHITE/CORE BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-core-black-green,adidas Yeezy Boost 350 V2 Core Black Green,YZY350V2-GRN,a/images/sneakers/adidas/yeezy/YZY350V2-GRN.jpg,11/23/2016,$220,BY9611,CORE BLACK/GREEN/CORE BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-core-black-red,adidas Yeezy Boost 350 V2 Core Black Red,YZY350V2-RED,a/images/sneakers/adidas/yeezy/YZY350V2-RED.jpg,11/23/2016,$220,BY9612,CORE BLACK/RED/CORE BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-core-black-copper,adidas Yeezy Boost 350 V2 Core Black Copper,YZY350V2-CPPR,a/images/sneakers/adidas/yeezy/YZY350V2-CPPR.jpg,11/23/2016,$220,BY1605,CORE BLACK/COPPER/CORE BLACK
