url,name,ticker,image_path,release_date,retail_price,number_of_sales,price_premium,average_sale_price,style_code,colorway
https://stockx.com/adidas-yeezy-desert-boot-salt-kids,adidas Yeezy Desert Boot Salt (Kids),YZDSBT-SLTK,/images/sneakers/adidas/yeezy/YZDSBT-SLTK.jpg,09/14/2019,,,,,FV5682,SALT/SALT/SALT
https://stockx.com/adidas-yeezy-boost-350-v2-synth-ps,adidas Yeezy Boost 350 V2 Synth (Kids),YZB350V2-SYNPS,/images/sneakers/adidas/yeezy/YZB350V2-SYNPS.jpg,06/22/2019,$160,,,,,SYNTH/SYNTH/SYNTH
https://stockx.com/adidas-yeezy-boost-950-pirate-black,adidas Yeezy Boost 950 Pirate Black,YZY950-PRTBLK,/images/sneakers/adidas/yeezy/YZY950-PRTBLK.jpg,10/29/2015,$585,,,,AQ4831,PIRATE BLACK/PIRATE BLACK-PIRATE BLACK
https://stockx.com/adidas-yeezy-boost-750-light-brown,adidas Yeezy Boost 750 OG Light Brown,YZY750-BROWN,/images/sneakers/adidas/yeezy/YZY750-BROWN.jpg,02/14/2015,$350,,,,B35309,BROWN/CARBON WHITE-LIGHT BROWN
https://stockx.com/adidas-yeezy-desert-boot-cinder-w,adidas Yeezy Desert Boot Cinder (W),ADI-ADYDBCCC,/images/sneakers/adidas/yeezy/ADI-ADYDBCCC.jpg,,$295,,,,YZ7WF7003-212,CINDER/CINDER
https://stockx.com/adidas-yeezy-boost-950-moonrock,adidas Yeezy Boost 950 Moonrock,YZY950-MNRCK,/images/sneakers/adidas/yeezy/YZY950-MNRCK.jpg,10/29/2015,$585,,,,AQ4829,MOONROCK/MOONROCK-MOONROCK
https://stockx.com/adidas-yeezy-boost-950-pirate-black-w,adidas Yeezy Boost 950 Pirate Black (W),YZY950-PRTBLKW,/images/sneakers/adidas/yeezy/YZY950-PRTBLKW.jpg,10/29/2015,$625,,,,AQ4837,PIRATE BLACK/PIRATE BLACK-PIRATE BLACK
https://stockx.com/adidas-yeezy-desert-boot-house-blue-w,adidas Yeezy Desert Boot House Blue (W),ADI-ADYDBHBHH,/images/sneakers/adidas/yeezy/ADI-ADYDBHBHH.jpg,,$295,,,,YZ7WF7003-202,HOUSE BLUE/HOUSE BLUE
https://stockx.com/adidas-yeezy-380-yecoraite-reflective-kids,adidas Yeezy 380 Yecoraite Reflective (Kids),ADI-ADY3YRYYK,/images/sneakers/adidas/yeezy/ADI-ADY3YRYYK.jpg,,,,,,GY2650,YECORAITE RF/YECORAITE RF/YECORAITE RF
https://stockx.com/adidas-yeezy-380-covellite-kids,adidas Yeezy 380 Covellite (Kids),ADI-ADY3CCCK,/images/sneakers/adidas/yeezy/ADI-ADY3CCCK.jpg,03/15/2021,$170,,,,GZ0455,COVELLITE/COVELLITE/COVELLITE
https://stockx.com/adidas-yeezy-boost-950-chocolate,adidas Yeezy Boost 950 Chocolate,YZY950-CHOCO,/images/sneakers/adidas/yeezy/YZY950-CHOCO.jpg,10/29/2015,$585,,,,AQ4830,CHOCOLATE/CHOCOLATE-CHOCOLATE
https://stockx.com/adidas-yeezy-boost-950-peyote,adidas Yeezy Boost 950 Peyote,YZY950-PEYOTE,/images/sneakers/adidas/yeezy/YZY950-PEYOTE.jpg,10/29/2015,$585,,,,AQ4828,PEYOTE/PEYOTE-PEYOTE
https://stockx.com/adidas-yeezy-380-covellite-infants,adidas Yeezy 380 Covellite (Infants),ADI-ADY3CCCI,/images/sneakers/adidas/yeezy/ADI-ADY3CCCI.jpg,03/15/2021,$150,,,,GZ0456,COVELLITE/COVELLITE/COVELLITE
https://stockx.com/adidas-yeezy-500-shadow-black-ff,adidas Yeezy 500 Shadow Black (Friends & Family),AD-Y500SBKFF,/images/sneakers/adidas/yeezy/AD-Y500SBKFF.jpg,07/07/2018,$200,,,,,SHADOW BLACK/SHADOW BLACK/SHADOW BLACK
https://stockx.com/adidas-yeezy-380-yecoraite-reflective-infants,adidas Yeezy 380 Yecoraite Reflective (Infants),ADI-ADY3YRYYI,/images/sneakers/adidas/yeezy/ADI-ADY3YRYYI.jpg,,,,,,GY2651,YECORAITE RF/YECORAITE RF/YECORAITE RF
https://stockx.com/adidas-yeezy-boost-950-moonrock-w,adidas Yeezy Boost 950 Moonrock (W),YZY950-MNRCKW,/images/sneakers/adidas/yeezy/YZY950-MNRCKW.jpg,10/29/2015,$625,,,,AQ4836,MOONROCK/MOONROCK-MOONROCK
https://stockx.com/adidas-yeezy-desert-boot-taupe-w,adidas Yeezy Desert Boot Taupe (W),ADI-ADYDBTTT,/images/sneakers/adidas/yeezy/ADI-ADYDBTTT.jpg,,$295,,,,YZ7WF7003-214,TAUPE/TAUPE
https://stockx.com/yeezy-season-7-fleece-slide-aqua,Yeezy Season 7 Fleece Slide Aqua,YZYSVSLD-Q,/images/sneakers/adidas/yeezy/YZYSVSLD-Q.jpg,,,,,,YZ7MF7005-125,AQUA
https://stockx.com/adidas-yeezy-boost-350-v2-oreo,adidas Yeezy Boost 350 V2 Oreo,ADI-ADYB3VOBKW,/images/sneakers/adidas/yeezy/ADI-ADYB3VOBKW.jpg,,$220,,,,,BLACK/WHITE/GREY
https://stockx.com/adidas-yeezy-boost-380-stone-salt,adidas Yeezy Boost 380 Stone Salt,ADI-ADYB3SSSS,/images/sneakers/adidas/yeezy/ADI-ADYB3SSSS.jpg,,$230,,,,GZ0473,STONE SALT/STONE SALT/STONE SALT
https://stockx.com/adidas-yeezy-boost-700-mnvn-blue-tint,adidas Yeezy Boost 700 MNVN Blue Tint,ADI-ADYB7MBBT,/images/sneakers/adidas/yeezy/ADI-ADYB7MBBT.jpg,,$220,,,,,BLUE TINT/BLACK
https://stockx.com/adidas-yeezy-boost-700-mnvn-honey-flux,adidas Yeezy Boost 700 MNVN Honey Flux,ADI-ADYB7MHHH,/images/sneakers/adidas/yeezy/ADI-ADYB7MHHH.jpg,,$220,,,,,HONEY FLUX/HONEY FLUX/HONEY FLUX
https://stockx.com/adidas-yeezy-boost-350-v2-light,adidas Yeezy Boost 350 V2 Light,ADI-ADY3VLLL,/images/sneakers/adidas/yeezy/ADI-ADY3VLLL.jpg,,$220,,,,,LIGHT/LIGHT/LIGHT
https://stockx.com/adidas-yeezy-boost-380-yecoraite-kids,adidas Yeezy Boost 380 Yecoraite (Kids),YB380-YCRTK,/images/sneakers/adidas/yeezy/YB380-YCRTK.jpg,,$170,,,,,YECORAITE/YECORAITE/YECORAITE
https://stockx.com/adidas-yeezy-boost-350-v2-mx-oat,adidas Yeezy Boost 350 V2 MX Oat,ADI-ADYB3VMMM,/images/sneakers/adidas/yeezy/ADI-ADYB3VMMM.jpg,,$220,,,,,MX OAT/MX OAT/MX OAT
https://stockx.com/adidas-yeezy-boost-350-v2-mx-rock,adidas Yeezy Boost 350 V2 MX Rock,ADI-ADYB3VMX,/images/sneakers/adidas/yeezy/ADI-ADYB3VMX.jpg,,$220,,,,,MX ROCK/MX ROCK/MX ROCK
https://stockx.com/adidas-yeezy-700-v3-clay-brown-infants,adidas Yeezy 700 V3 Clay Brown (Infants),YZB700V3-CLBRNI,/images/sneakers/adidas/yeezy/YZB700V3-CLBRNI.jpg,,$140,,,,,EREMIAL/EREMIAL/EREMIAL
https://stockx.com/adidas-yeezy-boost-380-yecoraite-infants,adidas Yeezy Boost 380 Yecoraite (Infants),YB380-YCRTI,/images/sneakers/adidas/yeezy/YB380-YCRTI.jpg,,$150,,,,,YECORAITE/YECORAITE/YECORAITE
https://stockx.com/yeezy-slide-core-kids,adidas Yeezy Slide Core (Kids),YZYSLD-CREK,/images/sneakers/adidas/yeezy/YZYSLD-CREK.jpg,09/04/2020,,,,,,CORE/CORE/CORE
https://stockx.com/adidas-yeezy-boost-350-v2-yecher-kids,adidas Yeezy Boost 350 V2 Fade (Kids),YZB350V2-YCHRK,/images/sneakers/adidas/yeezy/YZB350V2-YCHRK.jpg,11/11/2020,$160,,,,,YECHER/YECHER/YECHER
https://stockx.com/adidas-yeezy-boost-350-v2-yecher-infants,adidas Yeezy Boost 350 V2 Fade (Infants),YZB350V2-YCHRI,/images/sneakers/adidas/yeezy/YZB350V2-YCHRI.jpg,11/11/2020,$140,,,,,YECHER/YECHER/YECHER
https://stockx.com/adidas-yeezy-boost-380-yecoraite,adidas Yeezy Boost 380 Yecoraite,YB380-YCRT,/images/sneakers/adidas/yeezy/YB380-YCRT.jpg,,$230,,,,,YECORAITE/YECORAITE/YECORAITE
https://stockx.com/adidas-yeezy-boost-350-v2-natural-kids,adidas Yeezy Boost 350 V2 Natural (Kids),YZB350V2-ABEZK,/images/sneakers/adidas/yeezy/YZB350V2-ABEZK.jpg,,$160,,,,,NATURAL/NATURAL/NATURAL
https://stockx.com/adidas-yeezy-boost-350-v2-israfil-reflective,adidas Yeezy Boost 350 V2 Israfil Reflective,YZB350V2-ISRFRF,/images/sneakers/adidas/yeezy/YZB350V2-ISRFRF.jpg,,$250,,,,,ISRAFIL/ISRAFIL/ISRAFIL
