url,name,ticker,image_path,release_date,retail_price,style_code,colorway
https://stockx.com/adidas-yeezy-boost-700-mnvn-black-kids,adidas Yeezy Boost 700 MNVN Black (Kids),YZB700M-BL,/images/sneakers/adidas/yeezy/YZB700M-BL.jpg,05/23/2020,$160,FY4394,BLACK/BLACK/BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-lundmark-reflective,adidas Yeezy Boost 350 V2 Lundmark (Reflective),350V2-LMR,/images/sneakers/adidas/yeezy/350V2-LMR.jpg,07/11/2019,$250,FV3254,LUNDMARK/LUNDMARK/LUNDMARK
https://stockx.com/adidas-yeezy-boost-700-mnvn-bone-infant,adidas Yeezy Boost 700 MNVN Bone (Infant),YZB700M-BI,/images/sneakers/adidas/yeezy/YZB700M-BI.jpg,07/11/2020,$140,FY3731,BONE/BONE/BONE
https://stockx.com/adidas-yeezy-boost-380-lmnte,adidas Yeezy Boost 380 Lmnte,YB380-LMN,/images/sneakers/adidas/yeezy/YB380-LMN.jpg,12/12/2020,$230,FZ4982,LMNTE/LMNTE/LMNTE
https://stockx.com/adidas-yeezy-boost-350-v2-desert-sage-infant,adidas Yeezy Boost 350 V2 Desert Sage (Infant),YZB350V2-DSI,/images/sneakers/adidas/yeezy/YZB350V2-DSI.jpg,03/14/2020,$140,FX9041,DESERT SAGE/DESERT SAGE/DESERT SAGE
https://stockx.com/adidas-yeezy-700-v3-safflower-infants,adidas Yeezy 700 V3 Safflower (Infants),YZB700V3-SRPHI,/images/sneakers/adidas/yeezy/YZB700V3-SRPHI.jpg,11/14/2020,$140,G54855,SAFFLOWER/SAFFLOWER/SAFFLOWER
https://stockx.com/adidas-yeezy-boost-350-pirate-black-2016,adidas Yeezy Boost 350 Pirate Black (2016),YZY350-PRTBLK16,/images/sneakers/adidas/yeezy/YZY350-PRTBLK16.jpg,02/19/2016,$200,BB5350,PIRATE BLACK/PIRATE BLACK-PIRATE BLACK
https://stockx.com/adidas-yeezy-boost-700-wave-runner-solid-grey-infants,adidas Yeezy Boost 700 Wave Runner Solid Grey (Infant),YZYB700-WRSGI,/images/sneakers/adidas/yeezy/YZYB700-WRSGI.jpg,08/17/2019,$150,FU8961,SOLID GREY/CHALK WHITE/CORE BLACK
https://stockx.com/adidas-yeezy-boost-750-triple-black,adidas Yeezy Boost 750 Triple Black,YZY750-BLACK,/images/sneakers/adidas/yeezy/YZY750-BLACK.jpg,12/19/2015,$350,BB1839,BLACK/BLACK-BLACK
https://stockx.com/adidas-yeezy-boost-350-oxford-tan,adidas Yeezy Boost 350 Oxford Tan,YZY350-OXTAN,/images/sneakers/adidas/yeezy/YZY350-OXTAN.jpg,12/29/2015,$200,AQ2661,LIGHT STONE/OXFORD TAN-LIGHT STONE
https://stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,adidas Yeezy Boost 750 Light Grey Glow In the Dark,YZY750-GLOW,/images/sneakers/adidas/yeezy/YZY750-GLOW.jpg,06/11/2016,$350,BB1840,LIGHT GREY/LIGHT GREY/GUM
https://stockx.com/adidas-yeezy-boost-350-v2-desert-sage-kids,adidas Yeezy Boost 350 V2 Desert Sage (Kids),YZB350V2-DSK,/images/sneakers/adidas/yeezy/YZB350V2-DSK.jpg,03/14/2020,$160,FX9037,DESERT SAGE/DESERT SAGE/DESERT SAGE
https://stockx.com/adidas-yeezy-boost-350-pirate-black-2015,adidas Yeezy Boost 350 Pirate Black (2015),YZY350-PRTBLK,/images/sneakers/adidas/yeezy/YZY350-PRTBLK.jpg,08/22/2015,$200,AQ2659,PIRATE BLACK/PIRATE BLACK-PIRATE BLACK
https://stockx.com/adidas-yzy-qntm-barium-infants,adidas Yeezy QNTM Barium (Infants),YZQNTM-BRMI,/images/sneakers/adidas/yeezy/YZQNTM-BRMI.jpg,06/25/2020,$160,FZ1301,BARIUM/BARIUM/BARIUM
https://stockx.com/adidas-yeezy-boost-350-moonrock,adidas Yeezy Boost 350 Moonrock,YZY350-MNRCK,/images/sneakers/adidas/yeezy/YZY350-MNRCK.jpg,11/14/2015,$200,AQ2660,AGATE GRAY/MOONROCK-AGATE GRAY
https://stockx.com/adidas-yeezy-boost-350-turtledove,adidas Yeezy Boost 350 Turtledove,YZY350-TRTLDV,/images/sneakers/adidas/yeezy/YZY350-TRTLDV.jpg,06/27/2015,$200,AQ4832,N/A
https://stockx.com/adidas-yeezy-boost-350-v2-yecheil-kids,adidas Yeezy Boost 350 V2 Yecheil (Kids),YZB350V2-YCK,/images/sneakers/adidas/yeezy/YZB350V2-YCK.jpg,12/20/2019,$160,FX0777,YECHEIL/YECHEIL/YECHEIL
https://stockx.com/adidas-yeezy-boost-380-onyx-infants,adidas Yeezy Boost 380 Onyx (Infants),YB380-ONXI,/images/sneakers/adidas/yeezy/YB380-ONXI.jpg,11/28/2020,$150,FZ4422,ONYX/ONYX/ONYX
https://stockx.com/adidas-yeezy-boost-700-v2-vanta-ps,adidas Yeezy Boost 700 V2 Vanta (Kids),YZYB700V2-VNTPS,/images/sneakers/adidas/yeezy/YZYB700V2-VNTPS.jpg,06/06/2019,$180,FU6695,VANTA/VANTA/VANTA
https://stockx.com/adidas-yeezy-boost-350-v2-ash-pearl-kids,adidas Yeezy Boost 350 V2 Ash Pearl (Kids),ADI-ADYB3VAAA,/images/sneakers/adidas/yeezy/ADI-ADYB3VAAA.jpg,03/20/2021,$160,GY7659,ASH PEARL/ASH PEARL/ASH PEARL
