url,name,ticker,image_path,release_date,retail_price,style_code,colorway
https://stockx.com/adidas-yeezy-boost-700-v2-cream,adidas Yeezy Boost 700 V2 Cream,ADI-ADY7VCCC,a/images/sneakers/adidas/yeezy/ADI-ADY7VCCC.jpg,03/13/2021,$240,GY7924,CREAM/CREAM/CREAM
https://stockx.com/adidas-yeezy-450-cloud-white,adidas Yeezy 450 Cloud White,ADI-ADY4CWCC,a/images/sneakers/adidas/yeezy/ADI-ADY4CWCC.jpg,03/06/2021,$200,H68038,CLOUD WHITE/CLOUD WHITE
https://stockx.com/adidas-yeezy-boost-350-v2-ash-stone,adidas Yeezy Boost 350 V2 Ash Stone,ADI-ADYB3VAST,a/images/sneakers/adidas/yeezy/ADI-ADYB3VAST.jpg,02/27/2021,$220,GW0089,ASH STONE/ASH STONE/ASH STONE
https://stockx.com/adidas-yeezy-boost-350-v2-ash-blue,adidas Yeezy Boost 350 V2 Ash Blue,ADI-ADYADHBLU,a/images/sneakers/adidas/yeezy/ADI-ADYADHBLU.jpg,02/27/2021,$220,GY7657,ASH BLUE/ASH BLUE/ASH BLUE
https://stockx.com/adidas-yeezy-500-high-shale-warm,adidas Yeezy 500 High Shale Warm,ADI-ADY5HWWW,a/images/sneakers/adidas/yeezy/ADI-ADY5HWWW.jpg,02/08/2021,$220,GZ7074,SHALE WARM/SHALE WARM/GREY
https://stockx.com/adidas-yeezy-500-high-mist-slate,adidas Yeezy 500 High Mist Slate,ADI-ADY5HMSMM,a/images/sneakers/adidas/yeezy/ADI-ADY5HMSMM.jpg,02/08/2021,$220,GY0393,MIST SLATE/MIST SLATE/ANTHRACITE
https://stockx.com/adidas-yeezy-boost-700-sun,adidas Yeezy Boost 700 Sun,ADI-ADYB7SSB,a/images/sneakers/adidas/yeezy/ADI-ADYB7SSB.jpg,01/23/2021,$240,GZ6984,SUN/BLACK/ORANGE
https://stockx.com/adidas-yeezy-boost-380-yecoraite-reflective,adidas Yeezy Boost 380 Yecoraite Reflective,YB380-YCRTRF,a/images/sneakers/adidas/yeezy/YB380-YCRTRF.jpg,01/16/2021,$250,GY2649,YECORAITE/YECORAITE/YECORAITE
https://stockx.com/adidas-yeezy-qntm-frozen-blue,adidas Yeezy QNTM Frozen Blue,ADI-ADYQFBFF,a/images/sneakers/adidas/yeezy/ADI-ADYQFBFF.jpg,12/23/2020,$250,GZ8872,FROZEN BLUE/FROZEN BLUE/FROZEN BLUE
https://stockx.com/adidas-yeezy-qntm-bsktbl-frozen-blue,adidas Yeezy QNTM BSKTBL Frozen Blue,ADI-ADYQBFBFF,a/images/sneakers/adidas/yeezy/ADI-ADYQBFBFF.jpg,12/23/2020,$250,GX5049,FROZEN BLUE/FROZEN BLUE/FROZEN BLUE
https://stockx.com/adidas-yeezy-700-v3-clay-brown,adidas Yeezy 700 V3 Clay Brown,YZB700V3-CLBRN,a/images/sneakers/adidas/yeezy/YZB700V3-CLBRN.jpg,12/21/2020,$200,GY0189,EREMIAL/EREMIAL/EREMIAL
https://stockx.com/adidas-yeezy-boost-350-v2-sand-taupe,adidas Yeezy Boost 350 V2 Sand Taupe,YZB350V2-ELDA,a/images/sneakers/adidas/yeezy/YZB350V2-ELDA.jpg,12/19/2020,$220,FZ5240,SAND TAUPE/SAND TAUPE/SAND TAUPE
https://stockx.com/adidas-yeezy-boost-380-hylte,adidas Yeezy Boost 380 Hylte,YB380-HBOR,a/images/sneakers/adidas/yeezy/YB380-HBOR.jpg,12/12/2020,$230,FZ4990,HYLTE/HYLTE/HYLTE
https://stockx.com/adidas-yeezy-boost-380-azure,adidas Yeezy Boost 380 Azure,YB380-AZR,a/images/sneakers/adidas/yeezy/YB380-AZR.jpg,12/12/2020,$230,FZ4986,AZURE/AURE/AZURE
https://stockx.com/adidas-yeezy-boost-380-hylte-glow,adidas Yeezy Boost 380 Hylte Glow,YB380-BLGF,a/images/sneakers/adidas/yeezy/YB380-BLGF.jpg,12/12/2020,$230,FZ4994,HYLTE/HYLTE/HYLTE
https://stockx.com/adidas-yeezy-boost-380-azure-reflective,adidas Yeezy Boost 380 Azure Reflective,YB380-AZRRF,a/images/sneakers/adidas/yeezy/YB380-AZRRF.jpg,12/12/2020,$250,H02538,AZURE/AURE/AZURE
https://stockx.com/adidas-yeezy-boost-380-lmnte-reflective,adidas Yeezy Boost 380 Lmnte Reflective,YB380-LMNR,a/images/sneakers/adidas/yeezy/YB380-LMNR.jpg,12/12/2020,$250,H02541,LMNTE/LMNTE/LMNTE
https://stockx.com/adidas-yeezy-boost-380-lmnte,adidas Yeezy Boost 380 Lmnte,YB380-LMN,a/images/sneakers/adidas/yeezy/YB380-LMN.jpg,12/12/2020,$230,FZ4982,LMNTE/LMNTE/LMNTE
https://stockx.com/adidas-yeezy-boost-380-onyx,adidas Yeezy Boost 380 Onyx,YB380-ONX,a/images/sneakers/adidas/yeezy/YB380-ONX.jpg,11/28/2020,$230,FZ1270,ONYX/ONYX/ONYX
https://stockx.com/adidas-yeezy-boost-380-onyx-reflective,adidas Yeezy Boost 380 Onyx Reflective,YB380-ONXRF,a/images/sneakers/adidas/yeezy/YB380-ONXRF.jpg,11/27/2020,$250,H02536,ONYX/ONYX/ONYX
https://stockx.com/adidas-yeezy-700-v3-safflower,adidas Yeezy 700 V3 Safflower,YZB700V3-SRPH,a/images/sneakers/adidas/yeezy/YZB700V3-SRPH.jpg,11/14/2020,$200,G54853,SAFFLOWER/SAFFLOWER/SAFFLOWER
https://stockx.com/adidas-yeezy-boost-350-v2-yecher,adidas Yeezy Boost 350 V2 Fade,YZB350V2-YCHR,a/images/sneakers/adidas/yeezy/YZB350V2-YCHR.jpg,11/11/2020,$220,H02795,YECHER/YECHER/YECHER
https://stockx.com/adidas-yeezy-boost-380-calcite-glow,adidas Yeezy Boost 380 Calcite Glow,YB380-BLOF,a/images/sneakers/adidas/yeezy/YB380-BLOF.jpg,10/31/2020,$250,GZ8668,CALCITE/CALCITE/CALCITE
https://stockx.com/adidas-yeezy-boost-350-v2-natural,adidas Yeezy Boost 350 V2 Natural,YZB350V2-ABEZ,a/images/sneakers/adidas/yeezy/YZB350V2-ABEZ.jpg,10/24/2020,$220,FZ5246,NATURAL/NATURAL/NATURAL
