url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-13-retro-gym-red-flint-grey,Jordan 13 Retro Gym Red Flint Grey,161,AJ13-GRFG,/images/sneakers/retrojordans/airjordan13/AJ13-GRFG.jpg,05/01/2021,$190,DJ5982-600,GYM RED/FLINT GREY-WHITE-BLACK,22019,8.9%,$232
https://stockx.com/air-jordan-13-retro-flint-2020,Jordan 13 Retro Flint (2020),53,AJ13-FLNT20,/images/sneakers/retrojordans/airjordan13/AJ13-FLNT20.jpg,05/30/2020,$190,414571-404,NAVY/FLINT GREY-WHITE-UNIVERSITY BLUE,11446,52.1%,$257
https://stockx.com/air-jordan-13-retro-black-hyper-royal,Jordan 13 Retro Black Hyper Royal,41,AJ13-BHR,/images/sneakers/retrojordans/airjordan13/AJ13-BHR.jpg,12/19/2020,$190,414571-040,BLACK/BLACK-WHITE-HYPER ROYAL,15275,39.5%,$248
https://stockx.com/air-jordan-13-retro-starfish,Jordan 13 Retro Starfish,22,AJ13-STFSH,/images/sneakers/retrojordans/airjordan13/AJ13-STFSH.jpg,01/16/2021,$190,414571-108,WHITE/WHITE-STARFISH-BLACK,9087,29.5%,$225
https://stockx.com/air-jordan-13-retro-white-lucky-green,Jordan 13 Retro White Lucky Green,15,AJ13-FLNTW,/images/sneakers/retrojordans/airjordan13/AJ13-FLNTW.jpg,09/26/2020,$190,DB6537-113/414571-113,WHITE/WHITE-LUCKY GREEN-BLACK,8334,28.9%,$198
https://stockx.com/air-jordan-13-retro-carmelo-anthony-class-of-2002-b-grade,Jordan 13 Retro Carmelo Anthony Class Of 2002 (B-Grade),13,NK-AJ13RCACOBG,/images/sneakers/retrojordans/airjordan13/NK-AJ13RCACOBG.jpg,09/15/2018,$190,414571-035,BLACK/UNIVERSITY RED-UNIVERSITY GOLD,1856,42.1%,$215
https://stockx.com/air-jordan-13-retro-white-obsidian-powder-blue,Jordan 13 Retro Obsidian Powder Blue White,9,AJ13-WOPB,/images/sneakers/retrojordans/airjordan13/AJ13-WOPB.jpg,09/18/2021,$190,414571-144,WHITE/OBSIDIAN-DARK POWDER BLUE,59,55.3%,$295
https://stockx.com/air-jordan-13-retro-black-island-green,Jordan 13 Retro Black Island Green,5,AJ13-BIG,/images/sneakers/retrojordans/airjordan13/AJ13-BIG.jpg,11/09/2019,$200,414571-030,BLACK/METALLIC SILVER-ISLAND GREEN,1399,12.0%,$179
https://stockx.com/air-jordan-13-retro-lakers,Jordan 13 Retro Lakers,5,AJ13-LKRS,/images/sneakers/retrojordans/airjordan13/AJ13-LKRS.jpg,07/20/2019,$190,414571-105,WHITE/BLACK-COURT PURPLE-UNIVERSITY GOLD,833,26.3%,$256
https://stockx.com/air-jordan-13-retro-white-hyper-royal-black,Jordan 13 Retro White Hyper Royal Black,5,AJ13-WHTRYLBLK,/images/sneakers/retrojordans/airjordan13/AJ13-WHTRYLBLK.jpg,03/03/2018,$190,414571-117,WHITE/HYPER ROYAL-BLACK,298,86.3%,$310
