url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-5-retro-raging-bulls-red-2021,Jordan 5 Retro Raging Bull Red (2021),482,JB-JO6RCWBRB,/images/sneakers/retrojordans/airjordan5/JB-JO6RCWBRB.jpg,04/10/2021,$190,DD0587-600,VARSITY RED/BLACK-WHITE,51331,44.2%,$263
https://stockx.com/air-jordan-5-retro-what-the,Jordan 5 Retro What The,71,JB-JO5RWTJ,/images/sneakers/retrojordans/airjordan5/JB-JO5RWTJ.jpg,11/12/2020,$220,CZ5725-700,VARSITY MAIZE/COURT PURPLE-GHOST GREEN-SOLAR ORANGE,24158,8.2%,$258
https://stockx.com/air-jordan-5-retro-alternate-bel-air,Jordan 5 Retro Alternate Bel-Air,61,AJ5-ABA,/images/sneakers/retrojordans/airjordan5/AJ5-ABA.jpg,08/15/2020,$200,DB3335-100,WHITE/COURT PURPLE-RACER PINK-GHOST GREEN,20425,4.5%,$207
https://stockx.com/air-jordan-5-retro-off-white-sail,Jordan 5 Retro OFF-WHITE Sail,58,JB-JO5ROSSFX,/images/sneakers/retrojordans/airjordan5/JB-JO5ROSSFX.jpg,10/29/2020,$225,DH8565-100,SAIL/FIRE RED-MUSLIN-BLACK,19492,137.3%,$618
https://stockx.com/air-jordan-5-retro-top-3,Jordan 5 Retro Top 3,54,AJ5-TOP3,/images/sneakers/retrojordans/airjordan5/AJ5-TOP3.jpg,06/20/2020,$200,CZ1786-001,BLACK/FIRE RED-GRAPE ICE-NEW EMERALD,10595,22.5%,$234
https://stockx.com/air-jordan-5-retro-white-stealth-2021,Jordan 5 Retro White Stealth (2021),52,AJ5-WS21,/images/sneakers/retrojordans/airjordan5/AJ5-WS21.jpg,03/27/2021,$190,DD0587-140,WHITE/STEALTH- BLACK-HYPER-ROYAL,14393,-2.1%,$257
https://stockx.com/air-jordan-5-retro-anthracite,Jordan 5 Retro Anthracite,50,JB-JO5RAAW,/images/sneakers/retrojordans/airjordan5/JB-JO5RAAW.jpg,02/06/2021,$190,DB0731-001,ANTHRACITE/WOLF GREY-CLEAR-BLACK,8417,51.1%,$271
https://stockx.com/air-jordan-5-retro-se-oregon,Jordan 5 Retro SE Oregon,43,AJ5-SEOR,/images/sneakers/retrojordans/airjordan5/AJ5-SEOR.jpg,09/12/2020,$225,CK6631-307,APPLE GREEN/BLACK-YELLOW STRIKE-BLACK,15704,13.3%,$263
https://stockx.com/air-jordan-5-retro-fire-red-silver-tongue-2020,Jordan 5 Retro Fire Red Silver Tongue (2020),43,AJ5-FRST20,/images/sneakers/retrojordans/airjordan5/AJ5-FRST20.jpg,05/02/2020,$200,DA1911-102,WHITE/BLACK-METALLIC SILVER-FIRE RED,11732,12.5%,$232
https://stockx.com/air-jordan-5-retro-oreo-2021,Jordan 5 Retro Oreo (2021),40,JB-JO5ROBW,/images/sneakers/retrojordans/airjordan5/JB-JO5ROBW.jpg,09/11/2021,$190,CT4838-011,BLACK/COOL GREY-WHITE,47,40.0%,$281
