url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-13-retro-gym-red-flint-grey,Jordan 13 Retro Gym Red Flint Grey,145,AJ13-GRFG,/images/sneakers/retro-jordans/air-jordan-13/AJ13-GRFG.jpg,05/01/2021,$190,DJ5982-600,GYM RED/FLINT GREY-WHITE-BLACK,21572,25.3%,$232
https://stockx.com/air-jordan-13-retro-flint-2020,Jordan 13 Retro Flint (2020),42,AJ13-FLNT20,/images/sneakers/retro-jordans/air-jordan-13/AJ13-FLNT20.jpg,05/30/2020,$190,414571-404,NAVY/FLINT GREY-WHITE-UNIVERSITY BLUE,11919,37.9%,$256
https://stockx.com/air-jordan-13-retro-black-hyper-royal,Jordan 13 Retro Black Hyper Royal,30,AJ13-BHR,/images/sneakers/retro-jordans/air-jordan-13/AJ13-BHR.jpg,12/19/2020,$190,414571-040,BLACK/BLACK-WHITE-HYPER ROYAL,15159,57.4%,$248
https://stockx.com/air-jordan-13-retro-starfish,Jordan 13 Retro Starfish,29,AJ13-STFSH,/images/sneakers/retro-jordans/air-jordan-13/AJ13-STFSH.jpg,01/16/2021,$190,414571-108,WHITE/WHITE-STARFISH-BLACK,9010,31.6%,$225
https://stockx.com/air-jordan-13-retro-white-lucky-green,Jordan 13 Retro White Lucky Green,16,AJ13-FLNTW,/images/sneakers/retro-jordans/air-jordan-13/AJ13-FLNTW.jpg,09/26/2020,$190,DB6537-113/414571-113,WHITE/WHITE-LUCKY GREEN-BLACK,8290,21.1%,$198
https://stockx.com/air-jordan-13-retro-carmelo-anthony-class-of-2002-b-grade,Jordan 13 Retro Carmelo Anthony Class Of 2002 (B-Grade),9,NK-AJ13RCACOBG,/images/sneakers/retro-jordans/air-jordan-13/NK-AJ13RCACOBG.jpg,09/15/2018,$190,414571-035,BLACK/UNIVERSITY RED-UNIVERSITY GOLD,1865,37.9%,$214
https://stockx.com/air-jordan-13-retro-he-got-game-2018,Jordan 13 Retro He Got Game (2018),9,AJ13-HGG18,/images/sneakers/retro-jordans/air-jordan-13/AJ13-HGG18.jpg,08/04/2018,$190,414571-104,WHITE/TRUE RED-BLACK,1103,113.2%,$358
https://stockx.com/air-jordan-13-retro-playoffs-2017,Jordan 13 Retro Bred (2017),8,AJ13-BRED17,/images/sneakers/retro-jordans/air-jordan-13/AJ13-BRED17.jpg,08/19/2017,$190,414571-004,BLACK/TRUE RED-WHITE,805,94.2%,$345
https://stockx.com/air-jordan-13-black-cat,Jordan 13 Retro Black Cat,6,AJ13-BLKCAT,/images/sneakers/retro-jordans/air-jordan-13/AJ13-BLKCAT.jpg,01/21/2017,$190,414571-011,BLACK/ANTHRACITE-BLACK,453,126.3%,$371
https://stockx.com/air-jordan-13-retro-black-island-green,Jordan 13 Retro Black Island Green,5,AJ13-BIG,/images/sneakers/retro-jordans/air-jordan-13/AJ13-BIG.jpg,11/09/2019,$200,414571-030,BLACK/METALLIC SILVER-ISLAND GREEN,1449,42.1%,$178
