url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-4-retro-university-blue,Jordan 4 Retro University Blue,246,JB-JO4RUBU,/images/sneakers/retrojordans/airjordan4/JB-JO4RUBU.jpg,04/28/2021,$200,CT8527-400,UNIVERSITY BLUE/TECH GREY-WHITE-BLACK,29030,80.0%,$368
https://stockx.com/air-jordan-4-retro-fire-red-2020,Jordan 4 Retro Fire Red (2020),152,AJ4-FR20,/images/sneakers/retrojordans/airjordan4/AJ4-FR20.jpg,11/28/2020,$200,DC7770-160,WHITE/BLACK-TECH GREY-FIRE RED,48295,71.0%,$279
https://stockx.com/air-jordan-4-retro-off-white-sail-w,Jordan 4 Retro Off-White Sail (W),62,JB-JO4ROSSM,/images/sneakers/retrojordans/airjordan4/JB-JO4ROSSM.jpg,07/25/2020,$200,CV9388-100,SAIL/MUSLIN-WHITE-BLACK,8568,775.0%,"$1,291"
https://stockx.com/air-jordan-4-retro-bred-2019,Jordan 4 Retro Bred (2019),53,AJ4-BRD19,/images/sneakers/retrojordans/airjordan4/AJ4-BRD19.jpg,05/04/2019,$200,308497-060,BLACK/FIRE RED-CEMENT GREY-SUMMIT WHITE,6583,137.5%,$458
https://stockx.com/air-jordan-4-retro-union-off-noir,Jordan 4 Retro Union Off Noir,47,JB-JO4RUONOB,/images/sneakers/retrojordans/airjordan4/JB-JO4RUONOB.jpg,08/29/2020,$250,DC9533-001,OFF-NOIR/BRIGADE BLUE-DARK SMOKE GREY-LIGHT FUSION RED,10692,168.0%,$721
https://stockx.com/air-jordan-4-retro-shimmer-w,Jordan 4 Retro Shimmer (W),37,JB-JO4RSSHB,/images/sneakers/retrojordans/airjordan4/JB-JO4RSSHB.jpg,09/03/2021,N/A,DJ0675-200,SHIMMER/BRONZE ECLIPSE-ORANGE QUARTZ-METALLIC SILVER,74,N/A,$379
https://stockx.com/air-jordan-4-retro-black-cat-2020,Jordan 4 Retro Black Cat (2020),31,AJ4-BC20,/images/sneakers/retrojordans/airjordan4/AJ4-BC20.jpg,01/22/2020,$190,CU1110-010,BLACK/BLACK-LIGHT GRAPHITE,5222,210.5%,$505
https://stockx.com/air-jordan-4-retro-union-guava-ice,Jordan 4 Retro Union Guava Ice,30,JB-JO4RUGIGL,/images/sneakers/retrojordans/airjordan4/JB-JO4RUGIGL.jpg,08/29/2020,$250,DC9533-800,GUAVA ICE/LIGHT BONE-BRIGADE BLUE-LIGHT FUSION RED,6354,200.0%,$915
https://stockx.com/air-jordan-4-retro-psg-paris-saint-germain,Jordan 4 Retro PSG Paris Saint-Germain,27,JB-JO4RPPSWN,/images/sneakers/retrojordans/airjordan4/JB-JO4RPPSWN.jpg,10/10/2020,$225,CZ5624-100,WHITE/BLACK-METALLIC GOLD-BORDEAUX,13042,75.6%,$302
https://stockx.com/air-jordan-4-retro-starfish-w,Jordan 4 Retro Starfish (W),26,JB-JO4RSSB,/images/sneakers/retrojordans/airjordan4/JB-JO4RSSB.jpg,01/22/2021,$200,CW7183-100,SAIL/BLACK-STARFISH-LIGHT SMOKE GREY,6084,-15.0%,$225
