id,brand,category,shoe,colorway,gender,imageUrl,thumbUrl,releaseDate,belowRetail,retailPrice,styleId,tickerSymbol,title,urlKey,marketAnnualHigh,marketAnnualLow,marketSalesLast72Hours,marketLowestAsk,marketLowestAskSize,marketHighestBid,marketHighestBidSize
f7dcb00f-d0a0-4d47-b419-5022b1b84411,Jordan,Air Jordan One,Jordan 1 Retro High,Sail/Dark Mocha-Black-Black,men,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-Dark-Mocha-2-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1616187367","https://images.stockx.com/images/Air-Jordan-1-Retro-High-Dark-Mocha-2-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1616187367",2020-10-31,False,170,555088-105,AJ1H-DM,Jordan 1 Retro High Dark Mocha,air-jordan-1-retro-high-dark-mocha,844,193,193,430,15,592,6.5
a1a2a218-bd23-4c60-a076-34769961f97d,Jordan,Air Jordan One,Jordan 1 Mid,White/Arctic Orange-Black,men,"https://images.stockx.com/images/Air-Jordan-1-Mid-Crimson-Tint-Toe-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619200168","https://images.stockx.com/images/Air-Jordan-1-Mid-Crimson-Tint-Toe-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619200168",2021-05-04,False,115,554724-133,JB-JO1MCTTCW,Jordan 1 Mid Arctic Orange Black Toe,air-jordan-1-mid-crimson-tint-toe,255,80,188,120,10.5,220,5.5
17d60037-aa0f-41ab-99f2-5ae309886a6a,Jordan,Air Jordan One,Jordan 1 Mid,Light Violet/Black-White,women,"https://images.stockx.com/images/Air-Jordan-1-Mid-Barely-Rose-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619806890","https://images.stockx.com/images/Air-Jordan-1-Mid-Barely-Rose-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619806890",,False,110,BQ6472-500,JB-JO1MBRWB,Jordan 1 Mid Barely Rose (W),air-jordan-1-mid-barely-rose-w,321,101,186,128,11.5W,185,8W
c4e5e22f-e699-4f52-abdf-c3e83477dbf0,Jordan,Air Jordan One,Jordan 1 Low,White/Mustard,men,"https://images.stockx.com/images/Air-Jordan-1-Low-Mustard-GS.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1623474194","https://images.stockx.com/images/Air-Jordan-1-Low-Mustard-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1623474194",,False,75,553560-171,JB-JO1LMWM,Jordan 1 Low Mustard (GS),air-jordan-1-low-mustard-gs,198,90,183,98,4.5Y,100,6Y
4620f389-e217-4091-86d9-415f6d580e08,Jordan,Air Jordan One,Jordan 1 Low OG,White/Neutral Grey-Particle Grey,men,"https://images.stockx.com/images/Air-Jordan-1-Low-OG-Neutral-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624632528","https://images.stockx.com/images/Air-Jordan-1-Low-OG-Neutral-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624632528",2021-06-24,False,130,CZ0790-100,JB-JO1LONGWW,Jordan 1 Low OG Neutral Grey (2021),air-jordan-1-low-og-neutral-grey,937,135,181,180,7.5,200,10.5
4e25d01d-5c06-4a6e-bed8-247a3ff3864c,Jordan,Air Jordan One,Jordan 1 Mid,Black/Gym Red-White,child,"https://images.stockx.com/images/Air-Jordan-1-Mid-Banned-2020-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1609427966","https://images.stockx.com/images/Air-Jordan-1-Mid-Banned-2020-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1609427966",2020-11-13,True,90,554725-074,AJ1M-BND20GS,Jordan 1 Mid Banned 2020 (GS),air-jordan-1-mid-banned-2020-gs,206,57,171,86,3.5Y,110,7Y
fb844f37-3525-4cba-8ada-b65dfd2c359d,Jordan,Air Jordan One,Jordan 1 Mid,White/Black-Tropical Twist,men,"https://images.stockx.com/images/Air-Jordan-1-Mid-Igloo-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624460612","https://images.stockx.com/images/Air-Jordan-1-Mid-Igloo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624460612",2021-06-22,False,115,554724-132,JB-JO1MIWB,Jordan 1 Mid Tropical Twist Igloo,air-jordan-1-mid-igloo,243,85,163,124,10,190,6.5
7d977132-468a-4b1f-979e-4d55aa341d5d,Jordan,Air Jordan One,Jordan 1 Low,White/University Red-Black,men,"https://images.stockx.com/images/Air-Jordan-1-Low-White-University-Red-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624632555","https://images.stockx.com/images/Air-Jordan-1-Low-White-University-Red-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624632555",2020-09-01,False,90,553558-118,AJ1L-WURBK,Jordan 1 Low White University Red Black,air-jordan-1-low-white-university-red-black,263,81,161,102,8.5,101,9.5
b1a1caa9-c27b-4f04-b78b-f2d374f023a3,Jordan,Air Jordan One,Jordan 1 Mid,Black/Hyper Royal-White,men,"https://images.stockx.com/images/Air-Jordan-1-Mid-Black-Royal-Tumbled-Leather-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1611952919","https://images.stockx.com/images/Air-Jordan-1-Mid-Black-Royal-Tumbled-Leather-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1611952919",2020-12-30,False,115,554724-077,JB-JO1MBRTBH,Jordan 1 Mid Hyper Royal Tumbled Leather,air-jordan-1-mid-black-royal-tumbled-leather,272,90,157,135,16,220,15
37c6bb6f-2eb2-41ff-8225-12e4aecb1395,Jordan,Air Jordan One,Jordan 1 Low,White/Dark Powder Blue-Obsidian,child,"https://images.stockx.com/images/Air-Jordan-1-Low-UNC-2021-GS.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1623690239","https://images.stockx.com/images/Air-Jordan-1-Low-UNC-2021-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1623690239",,False,75,553560-144,JB-JO1LUWUG,Jordan 1 Low UNC (2021) (GS),air-jordan-1-low-unc-2021-gs,201,80,156,115,4Y,130,7Y
a7a92b96-1022-44ad-a6e3-5ff577e8ebd8,Jordan,Air Jordan One,Jordan 1 Mid,White/White-White,men,"https://images.stockx.com/images/Air-Jordan-1-Mid-Triple-White-2-2020.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607057364","https://images.stockx.com/images/Air-Jordan-1-Mid-Triple-White-2-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607057364",2020-06-01,True,115,554724-130,AJ1M-TW20,Jordan 1 Mid Triple White 2.0 (2020),air-jordan-1-mid-triple-white-2-2020,300,63,153,109,16,131,7
5259031f-0d6c-4a34-af97-5db276b475f6,Jordan,Air Jordan One,Jordan 1 Retro High OG,Light Fusion Red/White-Laser Orange-Black,men,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Light-Fusion-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1621951758","https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Light-Fusion-Red-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1621951758",2021-06-12,True,170,555088-603,JB-JO1RHOLLW,Jordan 1 Retro High OG Light Fusion Red,air-jordan-1-retro-high-og-light-fusion-red,621,142,148,154,9.5,192,6.5
01e84f87-718b-4a71-acc1-9a05d95d9a4b,Jordan,Air Jordan One,Jordan 1 Low,Light Smoke Grey/Gym Red-White,child,"https://images.stockx.com/images/Air-Jordan-1-Low-Light-Smoke-Grey-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607014379","https://images.stockx.com/images/Air-Jordan-1-Low-Light-Smoke-Grey-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607014379",2020-11-27,False,75,553560-030,AJ1L-LSGGS,Jordan 1 Low Light Smoke Grey (GS),air-jordan-1-low-light-smoke-grey-gs,303,128,142,182,6.5Y,209,5Y
ceaf429d-7cb5-4101-9841-2718be1f3cb0,Jordan,Air Jordan One,Jordan 1 Retro High,Black/Metallic Silver-White-Black,women,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-Silver-Toe-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1611952888","https://images.stockx.com/images/Air-Jordan-1-Retro-High-Silver-Toe-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1611952888",2021-02-19,False,170,CD0461-001,JB-JO1RHSTB,Jordan 1 Retro High Silver Toe (W),air-jordan-1-retro-high-silver-toe-w,524,139,140,195,5.5W,360,13.5W
bc375052-56cb-4db4-99ba-a525cfb997fd,Jordan,Air Jordan One,Jordan 1 Mid,White/Black/Heat Reactive,men,"https://images.stockx.com/images/Air-Jordan-1-Mid-Heat-Reactive-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1629140518","https://images.stockx.com/images/Air-Jordan-1-Mid-Heat-Reactive-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1629140518",,False,115,DM7802-100,JB-JO1MHRWB,Jordan 1 Mid Heat Reactive,air-jordan-1-mid-heat-reactive,361,111,137,129,10.5,215,9.5
