url,name,sales_last_72,ticker,image_path,release_date,retail_price,style_code,colorway,number_of_sales,price_premium,average_sale_price
https://stockx.com/air-jordan-1-retro-high-pollen,Jordan 1 Retro High Pollen,1706,JB-JO1RHPBKGD,/images/sneakers/retrojordans/airjordan1/JB-JO1RHPBKGD.jpg,08/14/2021,$170,555088-701,POLLEN/BLACK-WHITE,7284,41.8%,$251
https://stockx.com/air-jordan-1-low-fragment-design-x-travis-scott,Jordan 1 Low Fragment x Travis Scott,884,JB-JO1LFDXWB,/images/sneakers/retrojordans/airjordan1/JB-JO1LFDXWB.jpg,08/13/2021,$150,DM7866-140,WHITE/BLACK-ROYAL- SAIL,4454,606.7%,"$1,386"
https://stockx.com/air-jordan-1-high-og-seafoam-w,Jordan 1 High OG Seafoam (W),834,JB-JO1HOSSH,/images/sneakers/retrojordans/airjordan1/JB-JO1HOSSH.jpg,08/12/2021,$170,CD0461-002,SEAFOAM/HEALING ORANGE-WHITE,4569,44.1%,$251
https://stockx.com/air-jordan-1-mid-white-black-royal,Jordan 1 Mid White Black Royal,707,JB-JO1MWBR,/images/sneakers/retrojordans/airjordan1/JB-JO1MWBR.jpg,N/A,$115,554724-140,BLACK/WHITE-VARSITY ROYAL,6884,20.0%,$138
https://stockx.com/air-jordan-1-low-unc-2021,Jordan 1 Low UNC (2021),663,JB-JO1LUWU,/images/sneakers/retrojordans/airjordan1/JB-JO1LUWU.jpg,07/27/2021,$90,553558-144,WHITE/DARK POWDER BLUE-OBSIDIAN,8826,57.8%,$146
https://stockx.com/air-jordan-1-mid-grey-blue-w,Jordan 1 Mid Wolf Grey Aluminum (W),632,JB-JO1MGBWG,/images/sneakers/retrojordans/airjordan1/JB-JO1MGBWG.jpg,07/15/2021,$115,BQ6472-105,WHITE/ALUMINUM-WOLF GREY,9990,50.4%,$171
https://stockx.com/air-jordan-1-retro-high-black-white-light-smoke-grey,Jordan 1 Retro High Shadow 2.0,495,AJ1H-BWLSG,/images/sneakers/retrojordans/airjordan1/AJ1H-BWLSG.jpg,05/15/2021,$170,555088-035,BLACK/WHITE-LIGHT SMOKE GREY,29874,46.5%,$247
https://stockx.com/air-jordan-1-mid-gym-red-black-white,Jordan 1 Mid Gym Red Black White,459,JB-JO1MMRWGX,/images/sneakers/retrojordans/airjordan1/JB-JO1MMRWGX.jpg,N/A,$120,554724-122,WHITE/GYM RED-BLACK,18764,20.0%,$140
https://stockx.com/air-jordan-1-retro-high-electro-orange,Jordan 1 Retro High Electro Orange,392,JB-JO1RHEOWE,/images/sneakers/retrojordans/airjordan1/JB-JO1RHEOWE.jpg,07/17/2021,$170,555088-180,WHITE/ELECTRO ORANGE-BLACK,12047,18.2%,$219
https://stockx.com/air-jordan-1-low-black-white-grey,Jordan 1 Low Black White Grey,367,JB-JO1LBWGBM,/images/sneakers/retrojordans/airjordan1/JB-JO1LBWGBM.jpg,N/A,$90,553558-040,BLACK/PARTICLE GREY-WHITE,6574,45.6%,$129
